id,run,feedback_on,question_text,response,rt
remind2002,2,Feedback,How often were you using the mental noting practice?,6,
remind2002,2,Feedback,How often did you check the position of the ball?,6,
remind2002,2,Feedback,How difficult was it to apply mental noting?,7,
remind2002,2,Feedback,How calm do you feel right now?,6,
