time,ball_x,ball_y,ball_radius,ball_color_r,ball_color_g,ball_color_b,roi1_x,roi1_y,roi1_radius,roi1_color_r,roi1_color_g,roi1_color_b,roi1_lineColor_r,roi1_lineColor_g,roi1_lineColor_b,roi2_x,roi2_y,roi2_radius,roi2_color_r,roi2_color_g,roi2_color_b,roi2_lineColor_r,roi2_lineColor_g,roi2_lineColor_b
32.02822320070118,0.0,0.0,0.03,1.0,1.0,1.0,0.0,0.3333333333333333,0.15,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,-0.3333333333333333,0.15,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
32.044730599969625,0.0,0.0,0.03,1.0,1.0,1.0,0.0,0.3333333333333333,0.15,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,-0.3333333333333333,0.15,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
32.059603500179946,0.0,0.0,0.03,1.0,1.0,1.0,0.0,0.3333333333333333,0.15,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,-0.3333333333333333,0.15,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
32.07842390052974,0.0,0.0,0.03,1.0,1.0,1.0,0.0,0.3333333333333333,0.15,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,-0.3333333333333333,0.15,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
32.09348569996655,0.0,0.0,0.03,1.0,1.0,1.0,0.0,0.3333333333333333,0.15,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,-0.3333333333333333,0.15,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
32.10999200027436,0.0,0.0,0.03,1.0,1.0,1.0,0.0,0.3333333333333333,0.15,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,-0.3333333333333333,0.15,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
32.13169990014285,0.0,0.0,0.03,1.0,1.0,1.0,0.0,0.3333333333333333,0.15,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,-0.3333333333333333,0.15,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
32.15523920021951,0.0,0.0,0.03,1.0,1.0,1.0,0.0,0.3333333333333333,0.15,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,-0.3333333333333333,0.15,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
32.16780239995569,0.0,0.0,0.03,1.0,1.0,1.0,0.0,0.3333333333333333,0.15,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,-0.3333333333333333,0.15,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
32.199387500062585,0.0,0.0,0.03,1.0,1.0,1.0,0.0,0.3333333333333333,0.15,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,-0.3333333333333333,0.15,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
