time,ball_x,ball_y,ball_radius,ball_color_r,ball_color_g,ball_color_b,roi1_x,roi1_y,roi1_radius,roi1_color_r,roi1_color_g,roi1_color_b,roi1_lineColor_r,roi1_lineColor_g,roi1_lineColor_b,roi2_x,roi2_y,roi2_radius,roi2_color_r,roi2_color_g,roi2_color_b,roi2_lineColor_r,roi2_lineColor_g,roi2_lineColor_b
35.063630799762905,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.09516130015254,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.10519680008292,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.126359100453556,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.13654359988868,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.16872530058026,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.19200110062957,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.203626699745655,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.2345810001716,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.25367680005729,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.27676849998534,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.30797560047358,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.33905030041933,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.36148010008037,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.3833327004686,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.404155099764466,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.4353028004989,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.46629130002111,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.4880977999419,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.5197790004313,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.53239679988474,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
35.5500169005245,0.0,0.0,0.03,1,1,1,0.0,0.3333333333333333,0.15,-1,-1,-1,1,1,-1,0.0,-0.3333333333333333,0.15,-1,-1,-1,-1,-1,1
