id,run,feedback_on,question_text,response,rt
remind3331,01,Feedback,How often were you using the mental noting practice?,4,
remind3331,01,Feedback,How often did you check the position of the ball?,4,
remind3331,01,Feedback,How difficult was it to apply mental noting?,4,
remind3331,01,Feedback,How calm do you feel right now?,4,
